title	gene_name	label	biosample_summary	accession	md5sum	file_format	assembly	paired_end	paired_with	output_type	biological_replicates	fn_hr	fn_acc
PTBP1 eCLIP mock input (Homo sapiens)	NA	PTBP1 eCLIP mock input	HepG2	ENCFF585EFC	a29b7a1bf4e78a54f205cf782855b247	fastq	NA	1	/files/ENCFF583UFX/	reads	1	PTBP1-eCLIP-mock-input_HepG2_rep1_R1_reads.fastq.gz	ENCFF585EFC.fastq.gz
PTBP1 eCLIP mock input (Homo sapiens)	NA	PTBP1 eCLIP mock input	HepG2	ENCFF583UFX	e2636308338dfcf83e6a17e77bc2e7cb	fastq	NA	2	/files/ENCFF585EFC/	reads	1	PTBP1-eCLIP-mock-input_HepG2_rep1_R2_reads.fastq.gz	ENCFF583UFX.fastq.gz
CSTF2 eCLIP mock input (Homo sapiens)	NA	CSTF2 eCLIP mock input	HepG2	ENCFF900NQN	56b2d9a6d5935f6f3d33aa5b4a6954ec	fastq	NA	2	/files/ENCFF413QVJ/	reads	1	CSTF2-eCLIP-mock-input_HepG2_rep1_R2_reads.fastq.gz	ENCFF900NQN.fastq.gz
CSTF2 eCLIP mock input (Homo sapiens)	NA	CSTF2 eCLIP mock input	HepG2	ENCFF413QVJ	8e990499381d3a17d187190ee7d50b1c	fastq	NA	1	/files/ENCFF900NQN/	reads	1	CSTF2-eCLIP-mock-input_HepG2_rep1_R1_reads.fastq.gz	ENCFF413QVJ.fastq.gz
SF3A3 (Homo sapiens)	SF3A3	SF3A3	HepG2	ENCFF318QPN	f00b75c090f6991c88ea1e6c84c043ee	fastq	NA	1	/files/ENCFF912UMI/	reads	2	SF3A3_HepG2_rep2_R1_reads.fastq.gz	ENCFF318QPN.fastq.gz
SF3A3 (Homo sapiens)	SF3A3	SF3A3	HepG2	ENCFF507QFP	8580e39ce3bc786d4419b325e1b7f511	fastq	NA	1	/files/ENCFF358LEO/	reads	1	SF3A3_HepG2_rep1_R1_reads.fastq.gz	ENCFF507QFP.fastq.gz
SF3A3 (Homo sapiens)	SF3A3	SF3A3	HepG2	ENCFF358LEO	d731767789972da0832e2908c5081bce	fastq	NA	2	/files/ENCFF507QFP/	reads	1	SF3A3_HepG2_rep1_R2_reads.fastq.gz	ENCFF358LEO.fastq.gz
SF3A3 (Homo sapiens)	SF3A3	SF3A3	HepG2	ENCFF912UMI	0d51703bfe213656336ff44cbc8c1ada	fastq	NA	2	/files/ENCFF318QPN/	reads	2	SF3A3_HepG2_rep2_R2_reads.fastq.gz	ENCFF912UMI.fastq.gz
RPS5 eCLIP mock input (Homo sapiens)	NA	RPS5 eCLIP mock input	HepG2	ENCFF218BZO	0a8e284502b0ed9299ed2f10300d966a	fastq	NA	1	/files/ENCFF713DNL/	reads	1	RPS5-eCLIP-mock-input_HepG2_rep1_R1_reads.fastq.gz	ENCFF218BZO.fastq.gz
RPS5 eCLIP mock input (Homo sapiens)	NA	RPS5 eCLIP mock input	HepG2	ENCFF713DNL	d7a4135531ce15f001ceb2c916e05cc5	fastq	NA	2	/files/ENCFF218BZO/	reads	1	RPS5-eCLIP-mock-input_HepG2_rep1_R2_reads.fastq.gz	ENCFF713DNL.fastq.gz
SERBP1 eCLIP mock input (Homo sapiens)	NA	SERBP1 eCLIP mock input	K562	ENCFF997VKX	5588023d7ba0257c15432359629d5d34	fastq	NA	1	/files/ENCFF012GQR/	reads	1	SERBP1-eCLIP-mock-input_K562_rep1_R1_reads.fastq.gz	ENCFF997VKX.fastq.gz
SERBP1 eCLIP mock input (Homo sapiens)	NA	SERBP1 eCLIP mock input	K562	ENCFF012GQR	735154b2378e6426db93c4fe061e325b	fastq	NA	2	/files/ENCFF997VKX/	reads	1	SERBP1-eCLIP-mock-input_K562_rep1_R2_reads.fastq.gz	ENCFF012GQR.fastq.gz
FUBP3 eCLIP mock input (Homo sapiens)	NA	FUBP3 eCLIP mock input	HepG2	ENCFF414YHF	b198941955382a77d8200245816703ec	fastq	NA	1	/files/ENCFF024OZW/	reads	1	FUBP3-eCLIP-mock-input_HepG2_rep1_R1_reads.fastq.gz	ENCFF414YHF.fastq.gz
FUBP3 eCLIP mock input (Homo sapiens)	NA	FUBP3 eCLIP mock input	HepG2	ENCFF024OZW	0b193fb57aa56698e7cc47eac7a85ac0	fastq	NA	2	/files/ENCFF414YHF/	reads	1	FUBP3-eCLIP-mock-input_HepG2_rep1_R2_reads.fastq.gz	ENCFF024OZW.fastq.gz
SF3A3 eCLIP mock input (Homo sapiens)	NA	SF3A3 eCLIP mock input	HepG2	ENCFF337AFM	4bbe42da73613af750bf1207eb597b8b	fastq	NA	1	/files/ENCFF370RMU/	reads	1	SF3A3-eCLIP-mock-input_HepG2_rep1_R1_reads.fastq.gz	ENCFF337AFM.fastq.gz
SF3A3 eCLIP mock input (Homo sapiens)	NA	SF3A3 eCLIP mock input	HepG2	ENCFF370RMU	32d5b5351f26868a8a35e9c3f09e7ac9	fastq	NA	2	/files/ENCFF337AFM/	reads	1	SF3A3-eCLIP-mock-input_HepG2_rep1_R2_reads.fastq.gz	ENCFF370RMU.fastq.gz
AGGF1 (Homo sapiens)	AGGF1	AGGF1	HepG2	ENCFF139PUX	928a4be4bc3dac1be8718f40e05d26f4	fastq	NA	1	/files/ENCFF958HKG/	reads	2	AGGF1_HepG2_rep2_R1_reads.fastq.gz	ENCFF139PUX.fastq.gz
AGGF1 (Homo sapiens)	AGGF1	AGGF1	HepG2	ENCFF208VFO	b26074d5c22135928b367dd3adbc1208	fastq	NA	1	/files/ENCFF164QUS/	reads	1	AGGF1_HepG2_rep1_R1_reads.fastq.gz	ENCFF208VFO.fastq.gz
AGGF1 (Homo sapiens)	AGGF1	AGGF1	HepG2	ENCFF164QUS	a12c02e71ad97fb31f7c409d8d6591e5	fastq	NA	2	/files/ENCFF208VFO/	reads	1	AGGF1_HepG2_rep1_R2_reads.fastq.gz	ENCFF164QUS.fastq.gz
AGGF1 (Homo sapiens)	AGGF1	AGGF1	HepG2	ENCFF958HKG	06fa637e2981d5c5aa5926d24bc9400d	fastq	NA	2	/files/ENCFF139PUX/	reads	2	AGGF1_HepG2_rep2_R2_reads.fastq.gz	ENCFF958HKG.fastq.gz
TROVE2 (Homo sapiens)	TROVE2	TROVE2	K562	ENCFF108KYH	19cb36c6ae1a1cea0c29397da4f514d3	fastq	NA	1	/files/ENCFF145LAT/	reads	1	TROVE2_K562_rep1_R1_reads.fastq.gz	ENCFF108KYH.fastq.gz
TROVE2 (Homo sapiens)	TROVE2	TROVE2	K562	ENCFF815JMM	65a5a3aab5f4ea472b578c311f4f49b8	fastq	NA	1	/files/ENCFF053TCK/	reads	2	TROVE2_K562_rep2_R1_reads.fastq.gz	ENCFF815JMM.fastq.gz
TROVE2 (Homo sapiens)	TROVE2	TROVE2	K562	ENCFF053TCK	afc0380cd893f4b2628f59f9ca50703d	fastq	NA	2	/files/ENCFF815JMM/	reads	2	TROVE2_K562_rep2_R2_reads.fastq.gz	ENCFF053TCK.fastq.gz
TROVE2 (Homo sapiens)	TROVE2	TROVE2	K562	ENCFF145LAT	8ee851749e296b3eedf4e2a3f6b2de64	fastq	NA	2	/files/ENCFF108KYH/	reads	1	TROVE2_K562_rep1_R2_reads.fastq.gz	ENCFF145LAT.fastq.gz
TBRG4 (Homo sapiens)	TBRG4	TBRG4	HepG2	ENCFF085PRU	3e18d0968708cae92d5390229c21ac01	fastq	NA	1	/files/ENCFF447XXS/	reads	1	TBRG4_HepG2_rep1_R1_reads.fastq.gz	ENCFF085PRU.fastq.gz
TBRG4 (Homo sapiens)	TBRG4	TBRG4	HepG2	ENCFF669MVS	7ee10fbb3f10283bd8fa57be47776b02	fastq	NA	1	/files/ENCFF718RWU/	reads	2	TBRG4_HepG2_rep2_R1_reads.fastq.gz	ENCFF669MVS.fastq.gz
TBRG4 (Homo sapiens)	TBRG4	TBRG4	HepG2	ENCFF447XXS	12a0c8929fcdfe86da8ee74346d835be	fastq	NA	2	/files/ENCFF085PRU/	reads	1	TBRG4_HepG2_rep1_R2_reads.fastq.gz	ENCFF447XXS.fastq.gz
TBRG4 (Homo sapiens)	TBRG4	TBRG4	HepG2	ENCFF718RWU	cc0a9e009b8f16829ef90cd78ce2d9fb	fastq	NA	2	/files/ENCFF669MVS/	reads	2	TBRG4_HepG2_rep2_R2_reads.fastq.gz	ENCFF718RWU.fastq.gz
PCBP2 eCLIP mock input (Homo sapiens)	NA	PCBP2 eCLIP mock input	HepG2	ENCFF837BRE	2d1b8f3c5c6a7ba11c7dc15a3cb6fee0	fastq	NA	1	/files/ENCFF130FRI/	reads	1	PCBP2-eCLIP-mock-input_HepG2_rep1_R1_reads.fastq.gz	ENCFF837BRE.fastq.gz
PCBP2 eCLIP mock input (Homo sapiens)	NA	PCBP2 eCLIP mock input	HepG2	ENCFF130FRI	ee0e931ded018d58f6c121e62a8b0c30	fastq	NA	2	/files/ENCFF837BRE/	reads	1	PCBP2-eCLIP-mock-input_HepG2_rep1_R2_reads.fastq.gz	ENCFF130FRI.fastq.gz
SRSF9 (Homo sapiens)	SRSF9	SRSF9	HepG2	ENCFF912JVC	ef4bc259b0361f58604cc3d89f992fc7	fastq	NA	1	/files/ENCFF354DZK/	reads	1	SRSF9_HepG2_rep1_R1_reads.fastq.gz	ENCFF912JVC.fastq.gz
SRSF9 (Homo sapiens)	SRSF9	SRSF9	HepG2	ENCFF038QQM	0dcab683202037fdec2c99c327d96850	fastq	NA	1	/files/ENCFF589NCU/	reads	2	SRSF9_HepG2_rep2_R1_reads.fastq.gz	ENCFF038QQM.fastq.gz
SRSF9 (Homo sapiens)	SRSF9	SRSF9	HepG2	ENCFF354DZK	013d7d53f2827e783a31a6a01aa4e8fc	fastq	NA	2	/files/ENCFF912JVC/	reads	1	SRSF9_HepG2_rep1_R2_reads.fastq.gz	ENCFF354DZK.fastq.gz
SRSF9 (Homo sapiens)	SRSF9	SRSF9	HepG2	ENCFF589NCU	e494dc7c842a710f08d770eb8a7118de	fastq	NA	2	/files/ENCFF038QQM/	reads	2	SRSF9_HepG2_rep2_R2_reads.fastq.gz	ENCFF589NCU.fastq.gz
KHSRP eCLIP mock input (Homo sapiens)	NA	KHSRP eCLIP mock input	K562	ENCFF927DLO	68cd99827b59c1e2ef65af0f03c153b3	fastq	NA	1	/files/ENCFF517CRH/	reads	1	KHSRP-eCLIP-mock-input_K562_rep1_R1_reads.fastq.gz	ENCFF927DLO.fastq.gz
KHSRP eCLIP mock input (Homo sapiens)	NA	KHSRP eCLIP mock input	K562	ENCFF517CRH	03e8cb13704a6f6cf3d504517d7b0c4c	fastq	NA	2	/files/ENCFF927DLO/	reads	1	KHSRP-eCLIP-mock-input_K562_rep1_R2_reads.fastq.gz	ENCFF517CRH.fastq.gz
SF3B1 (Homo sapiens)	SF3B1	SF3B1	K562	ENCFF351MRH	87d701d000b34eea59db8671039af4a9	fastq	NA	1	/files/ENCFF763CZN/	reads	1	SF3B1_K562_rep1_R1_reads.fastq.gz	ENCFF351MRH.fastq.gz
SF3B1 (Homo sapiens)	SF3B1	SF3B1	K562	ENCFF585JKL	78bd2a26ef4600ac9ba832813acad1d1	fastq	NA	1	/files/ENCFF151JUN/	reads	2	SF3B1_K562_rep2_R1_reads.fastq.gz	ENCFF585JKL.fastq.gz
SF3B1 (Homo sapiens)	SF3B1	SF3B1	K562	ENCFF763CZN	76811267b1055be659b618e4cb69ff43	fastq	NA	2	/files/ENCFF351MRH/	reads	1	SF3B1_K562_rep1_R2_reads.fastq.gz	ENCFF763CZN.fastq.gz
SF3B1 (Homo sapiens)	SF3B1	SF3B1	K562	ENCFF151JUN	ed22c02f860f4009b91aafa0cc52de0b	fastq	NA	2	/files/ENCFF585JKL/	reads	2	SF3B1_K562_rep2_R2_reads.fastq.gz	ENCFF151JUN.fastq.gz
GPKOW eCLIP mock input (Homo sapiens)	NA	GPKOW eCLIP mock input	K562	ENCFF821KVN	833453c22c7c489b7daef9072bb56d79	fastq	NA	1	/files/ENCFF216XJZ/	reads	1	GPKOW-eCLIP-mock-input_K562_rep1_R1_reads.fastq.gz	ENCFF821KVN.fastq.gz
GPKOW eCLIP mock input (Homo sapiens)	NA	GPKOW eCLIP mock input	K562	ENCFF216XJZ	474077f15d2ac338ea2e31abfdc71bc3	fastq	NA	2	/files/ENCFF821KVN/	reads	1	GPKOW-eCLIP-mock-input_K562_rep1_R2_reads.fastq.gz	ENCFF216XJZ.fastq.gz
SF3B1 eCLIP mock input (Homo sapiens)	NA	SF3B1 eCLIP mock input	K562	ENCFF185ZHX	bd48b536e858c19825259e6b08b2ed5c	fastq	NA	2	/files/ENCFF231PYQ/	reads	1	SF3B1-eCLIP-mock-input_K562_rep1_R2_reads.fastq.gz	ENCFF185ZHX.fastq.gz
SF3B1 eCLIP mock input (Homo sapiens)	NA	SF3B1 eCLIP mock input	K562	ENCFF231PYQ	af49569b4162633febc9d571d4447ac5	fastq	NA	1	/files/ENCFF185ZHX/	reads	1	SF3B1-eCLIP-mock-input_K562_rep1_R1_reads.fastq.gz	ENCFF231PYQ.fastq.gz
EIF3D (Homo sapiens)	EIF3D	EIF3D	HepG2	ENCFF024EQI	7846a831839535880ea7a43717734e48	fastq	NA	1	/files/ENCFF957IOQ/	reads	2	EIF3D_HepG2_rep2_R1_reads.fastq.gz	ENCFF024EQI.fastq.gz
EIF3D (Homo sapiens)	EIF3D	EIF3D	HepG2	ENCFF851SIK	81707e71033dbfe9240f5ef2d79f4185	fastq	NA	1	/files/ENCFF329LNT/	reads	1	EIF3D_HepG2_rep1_R1_reads.fastq.gz	ENCFF851SIK.fastq.gz
EIF3D (Homo sapiens)	EIF3D	EIF3D	HepG2	ENCFF957IOQ	e55ffd4f2ac00ab418952c15a27e2ed2	fastq	NA	2	/files/ENCFF024EQI/	reads	2	EIF3D_HepG2_rep2_R2_reads.fastq.gz	ENCFF957IOQ.fastq.gz
EIF3D (Homo sapiens)	EIF3D	EIF3D	HepG2	ENCFF329LNT	b7be67590bc64e24aae48d8a49403bfa	fastq	NA	2	/files/ENCFF851SIK/	reads	1	EIF3D_HepG2_rep1_R2_reads.fastq.gz	ENCFF329LNT.fastq.gz
XPO5 (Homo sapiens)	XPO5	XPO5	HepG2	ENCFF039NQM	05ba1c23ebb98f337cb7a9f6cdcb7f6b	fastq	NA	1	/files/ENCFF865ZYB/	reads	1	XPO5_HepG2_rep1_R1_reads.fastq.gz	ENCFF039NQM.fastq.gz
XPO5 (Homo sapiens)	XPO5	XPO5	HepG2	ENCFF172XZS	f8c959c7f0d27355a7d40ea3358e3860	fastq	NA	1	/files/ENCFF989AWZ/	reads	2	XPO5_HepG2_rep2_R1_reads.fastq.gz	ENCFF172XZS.fastq.gz
XPO5 (Homo sapiens)	XPO5	XPO5	HepG2	ENCFF865ZYB	f9ff6e3df431a1d3b9052ff19253dd64	fastq	NA	2	/files/ENCFF039NQM/	reads	1	XPO5_HepG2_rep1_R2_reads.fastq.gz	ENCFF865ZYB.fastq.gz
XPO5 (Homo sapiens)	XPO5	XPO5	HepG2	ENCFF989AWZ	cd1886a22b53c6f62130b59b072a8247	fastq	NA	2	/files/ENCFF172XZS/	reads	2	XPO5_HepG2_rep2_R2_reads.fastq.gz	ENCFF989AWZ.fastq.gz
KHDRBS1 (Homo sapiens)	KHDRBS1	KHDRBS1	K562	ENCFF289UZZ	0dd1a2aa7eeb1e51030af056ecf3376e	fastq	NA	1	/files/ENCFF676NAG/	reads	2	KHDRBS1_K562_rep2_R1_reads.fastq.gz	ENCFF289UZZ.fastq.gz
KHDRBS1 (Homo sapiens)	KHDRBS1	KHDRBS1	K562	ENCFF651RTO	d4f97cfcbcdf65e0b973f9be11ae5841	fastq	NA	1	/files/ENCFF947CCD/	reads	1	KHDRBS1_K562_rep1_R1_reads.fastq.gz	ENCFF651RTO.fastq.gz
KHDRBS1 (Homo sapiens)	KHDRBS1	KHDRBS1	K562	ENCFF676NAG	30b680ccff47f233165a90de050aa5e0	fastq	NA	2	/files/ENCFF289UZZ/	reads	2	KHDRBS1_K562_rep2_R2_reads.fastq.gz	ENCFF676NAG.fastq.gz
KHDRBS1 (Homo sapiens)	KHDRBS1	KHDRBS1	K562	ENCFF947CCD	83cae1a3b793e02a929b288386d56bdd	fastq	NA	2	/files/ENCFF651RTO/	reads	1	KHDRBS1_K562_rep1_R2_reads.fastq.gz	ENCFF947CCD.fastq.gz
SAFB2 (Homo sapiens)	SAFB2	SAFB2	K562	ENCFF820EYG	d4d73384890c73d2e49a69ff940f965f	fastq	NA	1	/files/ENCFF878YBB/	reads	1	SAFB2_K562_rep1_R1_reads.fastq.gz	ENCFF820EYG.fastq.gz
SAFB2 (Homo sapiens)	SAFB2	SAFB2	K562	ENCFF082JRS	be143a1a0204152a34e14b3f4aa3716c	fastq	NA	1	/files/ENCFF899HPH/	reads	2	SAFB2_K562_rep2_R1_reads.fastq.gz	ENCFF082JRS.fastq.gz
SAFB2 (Homo sapiens)	SAFB2	SAFB2	K562	ENCFF899HPH	2c2ffc17c6aace14166a84e90a970ffe	fastq	NA	2	/files/ENCFF082JRS/	reads	2	SAFB2_K562_rep2_R2_reads.fastq.gz	ENCFF899HPH.fastq.gz
SAFB2 (Homo sapiens)	SAFB2	SAFB2	K562	ENCFF878YBB	c8c7cbac4629c349fdc7c7153c0cf1c3	fastq	NA	2	/files/ENCFF820EYG/	reads	1	SAFB2_K562_rep1_R2_reads.fastq.gz	ENCFF878YBB.fastq.gz
XRN2 (Homo sapiens)	XRN2	XRN2	K562	ENCFF032DOJ	b4100797a1168b5975bc54d9bd6b39ef	fastq	NA	1	/files/ENCFF107DSH/	reads	1	XRN2_K562_rep1_R1_reads.fastq.gz	ENCFF032DOJ.fastq.gz
XRN2 (Homo sapiens)	XRN2	XRN2	K562	ENCFF963JOW	81c9851ac7ae8a0e2f2c24d8176d4620	fastq	NA	1	/files/ENCFF096SEZ/	reads	2	XRN2_K562_rep2_R1_reads.fastq.gz	ENCFF963JOW.fastq.gz
XRN2 (Homo sapiens)	XRN2	XRN2	K562	ENCFF107DSH	a175a588b6c4d7eb70dd8763ea90f9ec	fastq	NA	2	/files/ENCFF032DOJ/	reads	1	XRN2_K562_rep1_R2_reads.fastq.gz	ENCFF107DSH.fastq.gz
XRN2 (Homo sapiens)	XRN2	XRN2	K562	ENCFF096SEZ	869705cce7ffb434888ea5f44faf0412	fastq	NA	2	/files/ENCFF963JOW/	reads	2	XRN2_K562_rep2_R2_reads.fastq.gz	ENCFF096SEZ.fastq.gz
HNRNPL (Homo sapiens)	HNRNPL	HNRNPL	HepG2	ENCFF149UBH	fa13cb076553235a2708b31d831291c4	fastq	NA	2	/files/ENCFF242YTA/	reads	2	HNRNPL_HepG2_rep2_R2_reads.fastq.gz	ENCFF149UBH.fastq.gz
HNRNPL (Homo sapiens)	HNRNPL	HNRNPL	HepG2	ENCFF761PZC	ec3253080836739b1798940f87461b58	fastq	NA	1	/files/ENCFF081VYS/	reads	1	HNRNPL_HepG2_rep1_R1_reads.fastq.gz	ENCFF761PZC.fastq.gz
HNRNPL (Homo sapiens)	HNRNPL	HNRNPL	HepG2	ENCFF242YTA	fe3525f0541334604990f2162b45f615	fastq	NA	1	/files/ENCFF149UBH/	reads	2	HNRNPL_HepG2_rep2_R1_reads.fastq.gz	ENCFF242YTA.fastq.gz
HNRNPL (Homo sapiens)	HNRNPL	HNRNPL	HepG2	ENCFF081VYS	fcb8bb4e926297094570ce002f48ab35	fastq	NA	2	/files/ENCFF761PZC/	reads	1	HNRNPL_HepG2_rep1_R2_reads.fastq.gz	ENCFF081VYS.fastq.gz
UCHL5 (Homo sapiens)	UCHL5	UCHL5	HepG2	ENCFF322VWH	11cfa2ce0571940e8043cdb5012b8bcc	fastq	NA	1	/files/ENCFF101IOW/	reads	1	UCHL5_HepG2_rep1_R1_reads.fastq.gz	ENCFF322VWH.fastq.gz
UCHL5 (Homo sapiens)	UCHL5	UCHL5	HepG2	ENCFF007BPN	400412d8b209dccd75e5c639bed8fac5	fastq	NA	1	/files/ENCFF769IXL/	reads	2	UCHL5_HepG2_rep2_R1_reads.fastq.gz	ENCFF007BPN.fastq.gz
UCHL5 (Homo sapiens)	UCHL5	UCHL5	HepG2	ENCFF769IXL	881aa345191f476467b9ed4affa55f99	fastq	NA	2	/files/ENCFF007BPN/	reads	2	UCHL5_HepG2_rep2_R2_reads.fastq.gz	ENCFF769IXL.fastq.gz
UCHL5 (Homo sapiens)	UCHL5	UCHL5	HepG2	ENCFF101IOW	9a41ddac4cebba1ec6009854a47fdb27	fastq	NA	2	/files/ENCFF322VWH/	reads	1	UCHL5_HepG2_rep1_R2_reads.fastq.gz	ENCFF101IOW.fastq.gz
RBFOX2 (Homo sapiens)	RBFOX2	RBFOX2	HepG2	ENCFF591SSP	2111e51a208a81550a4280760565ece9	fastq	NA	1	/files/ENCFF289OFA/	reads	2	RBFOX2_HepG2_rep2_R1_reads.fastq.gz	ENCFF591SSP.fastq.gz
RBFOX2 (Homo sapiens)	RBFOX2	RBFOX2	HepG2	ENCFF172GUS	a502dba02408170afc8da298ac2dbfbd	fastq	NA	1	/files/ENCFF647KDW/	reads	1	RBFOX2_HepG2_rep1_R1_reads.fastq.gz	ENCFF172GUS.fastq.gz
RBFOX2 (Homo sapiens)	RBFOX2	RBFOX2	HepG2	ENCFF647KDW	d4ff546d3f9efd5ca349a58c16828d6e	fastq	NA	2	/files/ENCFF172GUS/	reads	1	RBFOX2_HepG2_rep1_R2_reads.fastq.gz	ENCFF647KDW.fastq.gz
RBFOX2 (Homo sapiens)	RBFOX2	RBFOX2	HepG2	ENCFF289OFA	f148f3c7a590f503a23b894099c443de	fastq	NA	2	/files/ENCFF591SSP/	reads	2	RBFOX2_HepG2_rep2_R2_reads.fastq.gz	ENCFF289OFA.fastq.gz
CDC40 (Homo sapiens)	CDC40	CDC40	HepG2	ENCFF359LZO	ee83618ba363a3b7e92c480668c91421	fastq	NA	1	/files/ENCFF570ACD/	reads	1	CDC40_HepG2_rep1_R1_reads.fastq.gz	ENCFF359LZO.fastq.gz
CDC40 (Homo sapiens)	CDC40	CDC40	HepG2	ENCFF376EVA	6cce5ebef2ccc36dc702ad5332c3b3a5	fastq	NA	1	/files/ENCFF886RPO/	reads	2	CDC40_HepG2_rep2_R1_reads.fastq.gz	ENCFF376EVA.fastq.gz
CDC40 (Homo sapiens)	CDC40	CDC40	HepG2	ENCFF570ACD	aba39e49b2c50e833e4ea7b13f064633	fastq	NA	2	/files/ENCFF359LZO/	reads	1	CDC40_HepG2_rep1_R2_reads.fastq.gz	ENCFF570ACD.fastq.gz
CDC40 (Homo sapiens)	CDC40	CDC40	HepG2	ENCFF886RPO	22b1a5620d68019e5cd60fc275f0e5c0	fastq	NA	2	/files/ENCFF376EVA/	reads	2	CDC40_HepG2_rep2_R2_reads.fastq.gz	ENCFF886RPO.fastq.gz
PPIL4 (Homo sapiens)	PPIL4	PPIL4	K562	ENCFF234LRU	c24dc6a4cd9983f7585d8176f9cd2b5b	fastq	NA	1	/files/ENCFF854FTL/	reads	2	PPIL4_K562_rep2_R1_reads.fastq.gz	ENCFF234LRU.fastq.gz
PPIL4 (Homo sapiens)	PPIL4	PPIL4	K562	ENCFF045ANJ	74276d05723611a7a39648d23dec8ea1	fastq	NA	1	/files/ENCFF427FOO/	reads	1	PPIL4_K562_rep1_R1_reads.fastq.gz	ENCFF045ANJ.fastq.gz
PPIL4 (Homo sapiens)	PPIL4	PPIL4	K562	ENCFF854FTL	dda5846616b8ebfc5e99ef78483ac0f9	fastq	NA	2	/files/ENCFF234LRU/	reads	2	PPIL4_K562_rep2_R2_reads.fastq.gz	ENCFF854FTL.fastq.gz
PPIL4 (Homo sapiens)	PPIL4	PPIL4	K562	ENCFF427FOO	443a853af941890c784080ba0f52cf01	fastq	NA	2	/files/ENCFF045ANJ/	reads	1	PPIL4_K562_rep1_R2_reads.fastq.gz	ENCFF427FOO.fastq.gz
TBRG4 (Homo sapiens)	TBRG4	TBRG4	K562	ENCFF894RPF	8c487da958b31e8c232611282056469d	fastq	NA	1	/files/ENCFF345TKW/	reads	2	TBRG4_K562_rep2_R1_reads.fastq.gz	ENCFF894RPF.fastq.gz
TBRG4 (Homo sapiens)	TBRG4	TBRG4	K562	ENCFF399OEH	c0e4737311538fbfba5295b2f121de87	fastq	NA	1	/files/ENCFF582GSU/	reads	1	TBRG4_K562_rep1_R1_reads.fastq.gz	ENCFF399OEH.fastq.gz
TBRG4 (Homo sapiens)	TBRG4	TBRG4	K562	ENCFF582GSU	42777c13b14046fbdb84a5b3d5d1739a	fastq	NA	2	/files/ENCFF399OEH/	reads	1	TBRG4_K562_rep1_R2_reads.fastq.gz	ENCFF582GSU.fastq.gz
TBRG4 (Homo sapiens)	TBRG4	TBRG4	K562	ENCFF345TKW	fa3ba0fc23d289643c1dd4fb676aa9f5	fastq	NA	2	/files/ENCFF894RPF/	reads	2	TBRG4_K562_rep2_R2_reads.fastq.gz	ENCFF345TKW.fastq.gz
DDX24 (Homo sapiens)	DDX24	DDX24	K562	ENCFF692JAV	1e5c286099230e9855bc393011ce75cb	fastq	NA	1	/files/ENCFF661UCF/	reads	1	DDX24_K562_rep1_R1_reads.fastq.gz	ENCFF692JAV.fastq.gz
DDX24 (Homo sapiens)	DDX24	DDX24	K562	ENCFF795YLW	af0a1ff2aa4a39e1d7913ddf9fdacb7d	fastq	NA	1	/files/ENCFF091DPF/	reads	2	DDX24_K562_rep2_R1_reads.fastq.gz	ENCFF795YLW.fastq.gz
DDX24 (Homo sapiens)	DDX24	DDX24	K562	ENCFF661UCF	177b6218b5328b55eec48c8148d51b9f	fastq	NA	2	/files/ENCFF692JAV/	reads	1	DDX24_K562_rep1_R2_reads.fastq.gz	ENCFF661UCF.fastq.gz
DDX24 (Homo sapiens)	DDX24	DDX24	K562	ENCFF091DPF	d381794bb409e60c4f288befd87971ae	fastq	NA	2	/files/ENCFF795YLW/	reads	2	DDX24_K562_rep2_R2_reads.fastq.gz	ENCFF091DPF.fastq.gz
DDX59 (Homo sapiens)	DDX59	DDX59	HepG2	ENCFF735YZN	6a5276486a2701f54d589c127b42c70f	fastq	NA	1	/files/ENCFF298QDG/	reads	1	DDX59_HepG2_rep1_R1_reads.fastq.gz	ENCFF735YZN.fastq.gz
DDX59 (Homo sapiens)	DDX59	DDX59	HepG2	ENCFF828OKI	7cc8f67de48cfda72fe37cca6834ffb4	fastq	NA	1	/files/ENCFF191WAJ/	reads	2	DDX59_HepG2_rep2_R1_reads.fastq.gz	ENCFF828OKI.fastq.gz
DDX59 (Homo sapiens)	DDX59	DDX59	HepG2	ENCFF298QDG	a85e4cc714af0fff1de1598344fcdfba	fastq	NA	2	/files/ENCFF735YZN/	reads	1	DDX59_HepG2_rep1_R2_reads.fastq.gz	ENCFF298QDG.fastq.gz
DDX59 (Homo sapiens)	DDX59	DDX59	HepG2	ENCFF191WAJ	36daa521b21c5e74b982b2c55cc8eafc	fastq	NA	2	/files/ENCFF828OKI/	reads	2	DDX59_HepG2_rep2_R2_reads.fastq.gz	ENCFF191WAJ.fastq.gz
POLR2G (Homo sapiens)	POLR2G	POLR2G	HepG2	ENCFF865UYY	1922b23f23bb9fe581f6eb8246001df6	fastq	NA	1	/files/ENCFF219FAE/	reads	2	POLR2G_HepG2_rep2_R1_reads.fastq.gz	ENCFF865UYY.fastq.gz
POLR2G (Homo sapiens)	POLR2G	POLR2G	HepG2	ENCFF497VHY	85e369c55ca405bd16b05a49f164bfcf	fastq	NA	1	/files/ENCFF086EHM/	reads	1	POLR2G_HepG2_rep1_R1_reads.fastq.gz	ENCFF497VHY.fastq.gz
